Country of residence,Origin,YearMonth,Values
Belgium,Cabo Verde,1999.8333333333333,1
France,Cabo Verde,1999.25,1
France,Cabo Verde,1999.4166666666667,1
Germany,Cabo Verde,1999.5833333333333,1
Germany,Cabo Verde,1999.9166666666667,1
Netherlands,Cabo Verde,1999.25,1
Netherlands,Cabo Verde,1999.4166666666667,1
Netherlands,Cabo Verde,1999.8333333333333,1
USA (EOIR),Cabo Verde,1999.8333333333333,1
France,Cabo Verde,2000.0,1
France,Cabo Verde,2000.1666666666667,1
France,Cabo Verde,2000.75,2
USA (EOIR),Cabo Verde,2000.3333333333333,2
USA (EOIR),Cabo Verde,2000.4166666666667,2
USA (EOIR),Cabo Verde,2000.5,1
USA (EOIR),Cabo Verde,2000.5833333333333,1
USA (EOIR),Cabo Verde,2000.75,1
France,Cabo Verde,2001.1666666666667,1
France,Cabo Verde,2001.25,1
France,Cabo Verde,2001.3333333333333,1
France,Cabo Verde,2001.4166666666667,2
France,Cabo Verde,2001.5,3
France,Cabo Verde,2001.6666666666667,1
Poland,Cabo Verde,2001.4166666666667,1
USA (EOIR),Cabo Verde,2001.0,1
USA (EOIR),Cabo Verde,2001.3333333333333,1
USA (EOIR),Cabo Verde,2001.8333333333333,1
France,Cabo Verde,2002.4166666666667,1
France,Cabo Verde,2002.5,1
Sweden,Cabo Verde,2002.5833333333333,1
USA (EOIR),Cabo Verde,2002.25,2
USA (EOIR),Cabo Verde,2002.9166666666667,1
Austria,Cabo Verde,2003.1666666666667,1
Austria,Cabo Verde,2003.5,1
Canada,Cabo Verde,2003.0833333333333,1
France,Cabo Verde,2003.9166666666667,3
Germany,Cabo Verde,2003.75,1
Luxembourg,Cabo Verde,2003.25,1
Norway,Cabo Verde,2003.6666666666667,4
Switzerland,Cabo Verde,2003.5,1
Austria,Cabo Verde,2004.25,1
France,Cabo Verde,2004.0833333333333,1
France,Cabo Verde,2004.1666666666667,3
France,Cabo Verde,2004.3333333333333,1
France,Cabo Verde,2004.5,2
France,Cabo Verde,2004.5833333333333,2
France,Cabo Verde,2004.6666666666667,1
France,Cabo Verde,2004.8333333333333,1
Germany,Cabo Verde,2004.3333333333333,1
Germany,Cabo Verde,2004.8333333333333,1
Poland,Cabo Verde,2004.25,2
Spain,Cabo Verde,2004.6666666666667,1
Sweden,Cabo Verde,2004.8333333333333,1
United Kingdom of Great Britain and Northern Ireland,Cabo Verde,2004.4166666666667,4
USA (EOIR),Cabo Verde,2004.25,1
USA (EOIR),Cabo Verde,2004.5,2
France,Cabo Verde,2005.0,4
France,Cabo Verde,2005.0833333333333,2
France,Cabo Verde,2005.1666666666667,4
France,Cabo Verde,2005.25,1
France,Cabo Verde,2005.3333333333333,2
France,Cabo Verde,2005.5,1
Switzerland,Cabo Verde,2005.6666666666667,1
USA (EOIR),Cabo Verde,2005.0,1
USA (EOIR),Cabo Verde,2005.3333333333333,1
USA (INS/DHS),Cabo Verde,2005.1666666666667,1
USA (INS/DHS),Cabo Verde,2005.3333333333333,1
USA (INS/DHS),Cabo Verde,2005.75,1
Netherlands,Cabo Verde,2006.0833333333333,1
USA (EOIR),Cabo Verde,2006.1666666666667,1
USA (EOIR),Cabo Verde,2006.5,1
Netherlands,Cabo Verde,2007.9166666666667,1
Switzerland,Cabo Verde,2007.75,1
USA (EOIR),Cabo Verde,2007.3333333333333,2
Belgium,Cabo Verde,2008.25,1
Canada,Cabo Verde,2008.25,1
Italy,Cabo Verde,2008.0833333333333,2
Italy,Cabo Verde,2008.1666666666667,2
Poland,Cabo Verde,2008.25,2
Spain,Cabo Verde,2008.0,1
Switzerland,Cabo Verde,2008.75,1
USA (EOIR),Cabo Verde,2008.0833333333333,1
USA (EOIR),Cabo Verde,2008.25,2
Ireland,Cabo Verde,2009.8333333333333,3
Spain,Cabo Verde,2009.3333333333333,2
Switzerland,Cabo Verde,2009.0833333333333,1
Switzerland,Cabo Verde,2009.5833333333333,1
Switzerland,Cabo Verde,2009.8333333333333,1
Germany,Cabo Verde,2010.1666666666667,1
Greece,Cabo Verde,2010.1666666666667,1
Greece,Cabo Verde,2010.6666666666667,1
Ireland,Cabo Verde,2010.6666666666667,1
Norway,Cabo Verde,2010.75,1
Switzerland,Cabo Verde,2010.5833333333333,1
Switzerland,Cabo Verde,2010.6666666666667,1
USA (INS/DHS),Cabo Verde,2010.3333333333333,1
France,Cabo Verde,2011.0833333333333,4
France,Cabo Verde,2011.1666666666667,6
France,Cabo Verde,2011.3333333333333,2
France,Cabo Verde,2011.9166666666667,1
Norway,Cabo Verde,2011.6666666666667,1
Switzerland,Cabo Verde,2011.5,1
United Kingdom of Great Britain and Northern Ireland,Cabo Verde,2011.4166666666667,4
Canada,Cabo Verde,2012.0,1
Denmark,Cabo Verde,2012.75,1
France,Cabo Verde,2012.1666666666667,1
France,Cabo Verde,2012.25,2
France,Cabo Verde,2012.5833333333333,1
France,Cabo Verde,2012.6666666666667,1
France,Cabo Verde,2012.9166666666667,4
Greece,Cabo Verde,2012.8333333333333,2
Italy,Cabo Verde,2012.6666666666667,1
Netherlands,Cabo Verde,2012.3333333333333,1
Norway,Cabo Verde,2012.4166666666667,1
Switzerland,Cabo Verde,2012.0833333333333,1
Switzerland,Cabo Verde,2012.75,1
USA (EOIR),Cabo Verde,2012.0833333333333,1
USA (EOIR),Cabo Verde,2012.6666666666667,1
France,Cabo Verde,2013.0833333333333,1
France,Cabo Verde,2013.25,2
France,Cabo Verde,2013.4166666666667,1
France,Cabo Verde,2013.5833333333333,1
France,Cabo Verde,2013.6666666666667,1
France,Cabo Verde,2013.9166666666667,1
Netherlands,Cabo Verde,2013.0,1
Norway,Cabo Verde,2013.1666666666667,1
Spain,Cabo Verde,2013.9166666666667,1
Sweden,Cabo Verde,2013.25,1
Switzerland,Cabo Verde,2013.0,1
Switzerland,Cabo Verde,2013.3333333333333,1
Switzerland,Cabo Verde,2013.5833333333333,2
USA (INS/DHS),Cabo Verde,2013.1666666666667,1
USA (INS/DHS),Cabo Verde,2013.5,1
USA (INS/DHS),Cabo Verde,2013.9166666666667,1
Finland,Cabo Verde,2014.0,1
France,Cabo Verde,2014.0,1
France,Cabo Verde,2014.0833333333333,1
France,Cabo Verde,2014.25,2
France,Cabo Verde,2014.4166666666667,3
France,Cabo Verde,2014.6666666666667,1
Luxembourg,Cabo Verde,2014.5833333333333,1
Malta,Cabo Verde,2014.5,1
Portugal,Cabo Verde,2014.4166666666667,1
Sweden,Cabo Verde,2014.5,2
Sweden,Cabo Verde,2014.5833333333333,1
Switzerland,Cabo Verde,2014.4166666666667,1
Switzerland,Cabo Verde,2014.75,2
Switzerland,Cabo Verde,2014.8333333333333,1
USA (INS/DHS),Cabo Verde,2014.25,1
USA (INS/DHS),Cabo Verde,2014.5,1
USA (INS/DHS),Cabo Verde,2014.6666666666667,1
USA (INS/DHS),Cabo Verde,2014.75,1
USA (INS/DHS),Cabo Verde,2014.9166666666667,1
Germany,Cabo Verde,2015.6666666666667,1
Italy,Cabo Verde,2015.1666666666667,1
Italy,Cabo Verde,2015.3333333333333,2
Netherlands,Cabo Verde,2015.3333333333333,1
Sweden,Cabo Verde,2015.75,1
Sweden,Cabo Verde,2015.9166666666667,1
United Kingdom of Great Britain and Northern Ireland,Cabo Verde,2015.0833333333333,2
USA (INS/DHS),Cabo Verde,2015.4166666666667,1
USA (INS/DHS),Cabo Verde,2015.5,1
USA (INS/DHS),Cabo Verde,2015.5833333333333,1
USA (INS/DHS),Cabo Verde,2015.6666666666667,1
USA (INS/DHS),Cabo Verde,2015.75,1
Belgium,Cabo Verde,2017.0,0
Canada,Cabo Verde,2016.8333333333333,0
Cyprus,Cabo Verde,2017.25,0
Finland,Cabo Verde,2016.0,0
France,Cabo Verde,2016.0,0
France,Cabo Verde,2016.3333333333333,0
France,Cabo Verde,2016.5,0
France,Cabo Verde,2016.5833333333333,0
France,Cabo Verde,2016.75,0
France,Cabo Verde,2016.8333333333333,0
Germany,Cabo Verde,2016.0,0
Germany,Cabo Verde,2016.5833333333333,0
Italy,Cabo Verde,2016.0,0
Italy,Cabo Verde,2016.5,0
Netherlands,Cabo Verde,2017.0833333333333,0
Spain,Cabo Verde,2016.0833333333333,0
Spain,Cabo Verde,2016.8333333333333,16
Spain,Cabo Verde,2017.1666666666667,0
Switzerland,Cabo Verde,2017.0833333333333,0
USA (INS/DHS),Cabo Verde,2016.1666666666667,0
USA (INS/DHS),Cabo Verde,2016.25,0
USA (INS/DHS),Cabo Verde,2016.3333333333333,0
USA (INS/DHS),Cabo Verde,2016.5833333333333,0
USA (INS/DHS),Cabo Verde,2016.6666666666667,0
USA (INS/DHS),Cabo Verde,2017.3333333333333,0
Australia,Burundi,1999.6666666666667,1
Austria,Burundi,1999.1666666666667,2
Austria,Burundi,1999.3333333333333,2
Austria,Burundi,1999.5833333333333,1
Austria,Burundi,1999.6666666666667,4
Austria,Burundi,1999.8333333333333,1
Belgium,Burundi,1999.0,27
Belgium,Burundi,1999.0833333333333,22
Belgium,Burundi,1999.1666666666667,17
Belgium,Burundi,1999.25,15
Belgium,Burundi,1999.3333333333333,16
Belgium,Burundi,1999.4166666666667,21
Belgium,Burundi,1999.5,20
Belgium,Burundi,1999.5833333333333,27
Belgium,Burundi,1999.6666666666667,26
Belgium,Burundi,1999.75,24
Belgium,Burundi,1999.8333333333333,30
Belgium,Burundi,1999.9166666666667,30
Bulgaria,Burundi,1999.0833333333333,1
Canada,Burundi,1999.0,6
Canada,Burundi,1999.0833333333333,6
Canada,Burundi,1999.1666666666667,7
Canada,Burundi,1999.25,7
Canada,Burundi,1999.3333333333333,5
Canada,Burundi,1999.4166666666667,6
Canada,Burundi,1999.5,3
Canada,Burundi,1999.5833333333333,8
Canada,Burundi,1999.6666666666667,13
Canada,Burundi,1999.75,10
Canada,Burundi,1999.8333333333333,5
Canada,Burundi,1999.9166666666667,7
Czech Rep.,Burundi,1999.6666666666667,1
Denmark,Burundi,1999.0,2
Denmark,Burundi,1999.0833333333333,1
Denmark,Burundi,1999.1666666666667,4
Denmark,Burundi,1999.25,1
Denmark,Burundi,1999.3333333333333,1
Denmark,Burundi,1999.4166666666667,2
Denmark,Burundi,1999.5,1
Denmark,Burundi,1999.75,1
Denmark,Burundi,1999.8333333333333,4
Denmark,Burundi,1999.9166666666667,3
France,Burundi,1999.0,3
France,Burundi,1999.0833333333333,6
France,Burundi,1999.1666666666667,6
France,Burundi,1999.25,9
France,Burundi,1999.3333333333333,6
France,Burundi,1999.4166666666667,3
France,Burundi,1999.5,2
France,Burundi,1999.5833333333333,6
France,Burundi,1999.6666666666667,4
France,Burundi,1999.75,5
France,Burundi,1999.8333333333333,1
France,Burundi,1999.9166666666667,4
Germany,Burundi,1999.0,4
Germany,Burundi,1999.0833333333333,5
Germany,Burundi,1999.1666666666667,2
Germany,Burundi,1999.3333333333333,1
Germany,Burundi,1999.4166666666667,2
Germany,Burundi,1999.5,1
Germany,Burundi,1999.5833333333333,1
Germany,Burundi,1999.6666666666667,7
Germany,Burundi,1999.75,3
Germany,Burundi,1999.8333333333333,4
Germany,Burundi,1999.9166666666667,8
Hungary,Burundi,1999.0833333333333,2
Hungary,Burundi,1999.25,1
Hungary,Burundi,1999.5,1
Ireland,Burundi,1999.0833333333333,2
Ireland,Burundi,1999.4166666666667,1
Ireland,Burundi,1999.5833333333333,1
Ireland,Burundi,1999.6666666666667,10
Ireland,Burundi,1999.75,2
Ireland,Burundi,1999.8333333333333,1
Ireland,Burundi,1999.9166666666667,2
Netherlands,Burundi,1999.0,8
Netherlands,Burundi,1999.0833333333333,9
Netherlands,Burundi,1999.1666666666667,9
Netherlands,Burundi,1999.25,14
Netherlands,Burundi,1999.3333333333333,11
Netherlands,Burundi,1999.4166666666667,26
Netherlands,Burundi,1999.5,12
Netherlands,Burundi,1999.5833333333333,12
Netherlands,Burundi,1999.6666666666667,25
Netherlands,Burundi,1999.75,23
Netherlands,Burundi,1999.8333333333333,24
Netherlands,Burundi,1999.9166666666667,31
Norway,Burundi,1999.5833333333333,1
Norway,Burundi,1999.75,1
Norway,Burundi,1999.8333333333333,1
Spain,Burundi,1999.1666666666667,1
Spain,Burundi,1999.6666666666667,1
Sweden,Burundi,1999.5,2
Sweden,Burundi,1999.6666666666667,1
Switzerland,Burundi,1999.0,3
Switzerland,Burundi,1999.0833333333333,2
Switzerland,Burundi,1999.1666666666667,1
Switzerland,Burundi,1999.25,1
Switzerland,Burundi,1999.3333333333333,4
Switzerland,Burundi,1999.4166666666667,2
Switzerland,Burundi,1999.5,1
Switzerland,Burundi,1999.5833333333333,1
Switzerland,Burundi,1999.8333333333333,2
Switzerland,Burundi,1999.9166666666667,1
Turkey,Burundi,1999.9166666666667,1
USA (EOIR),Burundi,1999.0,2
USA (EOIR),Burundi,1999.4166666666667,1
USA (EOIR),Burundi,1999.5,1
USA (EOIR),Burundi,1999.75,2
USA (EOIR),Burundi,1999.8333333333333,1
Australia,Burundi,2000.5833333333333,2
Australia,Burundi,2000.75,1
Australia,Burundi,2000.8333333333333,4
Austria,Burundi,2000.1666666666667,1
Austria,Burundi,2000.4166666666667,4
Austria,Burundi,2000.75,1
Austria,Burundi,2000.8333333333333,1
Austria,Burundi,2000.9166666666667,1
Belgium,Burundi,2000.0,24
Belgium,Burundi,2000.0833333333333,33
Belgium,Burundi,2000.1666666666667,15
Belgium,Burundi,2000.25,19
Belgium,Burundi,2000.3333333333333,32
Belgium,Burundi,2000.4166666666667,22
Belgium,Burundi,2000.5,27
Belgium,Burundi,2000.5833333333333,34
Belgium,Burundi,2000.6666666666667,23
Belgium,Burundi,2000.75,27
Belgium,Burundi,2000.8333333333333,31
Belgium,Burundi,2000.9166666666667,18
Canada,Burundi,2000.0,9
Canada,Burundi,2000.0833333333333,5
Canada,Burundi,2000.1666666666667,5
Canada,Burundi,2000.25,10
Canada,Burundi,2000.3333333333333,8
Canada,Burundi,2000.4166666666667,8
Canada,Burundi,2000.5,13
Canada,Burundi,2000.5833333333333,28
Canada,Burundi,2000.6666666666667,33
Canada,Burundi,2000.75,25
Canada,Burundi,2000.8333333333333,20
Canada,Burundi,2000.9166666666667,19
Denmark,Burundi,2000.0,6
Denmark,Burundi,2000.0833333333333,4
Denmark,Burundi,2000.1666666666667,7
Denmark,Burundi,2000.3333333333333,3
Denmark,Burundi,2000.5,2
Denmark,Burundi,2000.5833333333333,3
Denmark,Burundi,2000.6666666666667,3
Denmark,Burundi,2000.75,7
France,Burundi,2000.0,5
France,Burundi,2000.0833333333333,3
France,Burundi,2000.1666666666667,2
France,Burundi,2000.25,3
France,Burundi,2000.3333333333333,5
France,Burundi,2000.4166666666667,3
France,Burundi,2000.5833333333333,5
France,Burundi,2000.6666666666667,5
France,Burundi,2000.75,4
France,Burundi,2000.8333333333333,3
Germany,Burundi,2000.0,6
Germany,Burundi,2000.0833333333333,7
Germany,Burundi,2000.1666666666667,15
Germany,Burundi,2000.25,7
Germany,Burundi,2000.3333333333333,4
Germany,Burundi,2000.4166666666667,3
Germany,Burundi,2000.5,2
Germany,Burundi,2000.5833333333333,7
Germany,Burundi,2000.6666666666667,7
Germany,Burundi,2000.75,2
Germany,Burundi,2000.8333333333333,1
Germany,Burundi,2000.9166666666667,6
Ireland,Burundi,2000.3333333333333,1
Ireland,Burundi,2000.4166666666667,3
Ireland,Burundi,2000.5,1
Ireland,Burundi,2000.5833333333333,3
Ireland,Burundi,2000.75,1
Ireland,Burundi,2000.8333333333333,1
Ireland,Burundi,2000.9166666666667,2
Luxembourg,Burundi,2000.6666666666667,1
Netherlands,Burundi,2000.0,28
Netherlands,Burundi,2000.0833333333333,28
Netherlands,Burundi,2000.1666666666667,30
Netherlands,Burundi,2000.25,22
Netherlands,Burundi,2000.3333333333333,26
Netherlands,Burundi,2000.4166666666667,18
Netherlands,Burundi,2000.5,31
Netherlands,Burundi,2000.5833333333333,30
Netherlands,Burundi,2000.6666666666667,27
Netherlands,Burundi,2000.75,29
Netherlands,Burundi,2000.8333333333333,36
Netherlands,Burundi,2000.9166666666667,30
Norway,Burundi,2000.0,1
Norway,Burundi,2000.25,3
Norway,Burundi,2000.3333333333333,5
Norway,Burundi,2000.75,1
Romania,Burundi,2000.75,1
Sweden,Burundi,2000.0833333333333,1
Sweden,Burundi,2000.1666666666667,2
Sweden,Burundi,2000.3333333333333,1
Sweden,Burundi,2000.4166666666667,2
Sweden,Burundi,2000.5,1
Sweden,Burundi,2000.5833333333333,1
Sweden,Burundi,2000.6666666666667,1
Sweden,Burundi,2000.8333333333333,2
Switzerland,Burundi,2000.0833333333333,2
Switzerland,Burundi,2000.1666666666667,1
Switzerland,Burundi,2000.3333333333333,3
Switzerland,Burundi,2000.4166666666667,1
Switzerland,Burundi,2000.5,1
Switzerland,Burundi,2000.5833333333333,2
Switzerland,Burundi,2000.6666666666667,7
Switzerland,Burundi,2000.75,3
Switzerland,Burundi,2000.8333333333333,5
Switzerland,Burundi,2000.9166666666667,3
USA (EOIR),Burundi,2000.0,1
USA (EOIR),Burundi,2000.0833333333333,1
USA (EOIR),Burundi,2000.1666666666667,1
USA (EOIR),Burundi,2000.4166666666667,1
USA (EOIR),Burundi,2000.5,1
USA (EOIR),Burundi,2000.5833333333333,1
USA (EOIR),Burundi,2000.6666666666667,1
USA (EOIR),Burundi,2000.75,1
USA (EOIR),Burundi,2000.8333333333333,2
USA (EOIR),Burundi,2000.9166666666667,1
USA (INS/DHS),Burundi,2000.0833333333333,6
USA (INS/DHS),Burundi,2000.1666666666667,6
USA (INS/DHS),Burundi,2000.25,7
USA (INS/DHS),Burundi,2000.3333333333333,5
USA (INS/DHS),Burundi,2000.4166666666667,9
USA (INS/DHS),Burundi,2000.5,9
USA (INS/DHS),Burundi,2000.6666666666667,7
USA (INS/DHS),Burundi,2000.75,7
USA (INS/DHS),Burundi,2000.8333333333333,9
Austria,Burundi,2001.25,1
Austria,Burundi,2001.4166666666667,1
Belgium,Burundi,2001.0,28
Belgium,Burundi,2001.0833333333333,21
Belgium,Burundi,2001.1666666666667,16
Belgium,Burundi,2001.25,18
Belgium,Burundi,2001.3333333333333,18
Belgium,Burundi,2001.4166666666667,15
Belgium,Burundi,2001.5,23
Belgium,Burundi,2001.5833333333333,23
Belgium,Burundi,2001.6666666666667,18
Belgium,Burundi,2001.75,31
Belgium,Burundi,2001.8333333333333,33
Belgium,Burundi,2001.9166666666667,11
Canada,Burundi,2001.0,24
Canada,Burundi,2001.0833333333333,14
Canada,Burundi,2001.1666666666667,9
Canada,Burundi,2001.25,6
Canada,Burundi,2001.3333333333333,5
Canada,Burundi,2001.4166666666667,10
Canada,Burundi,2001.5,49
Canada,Burundi,2001.5833333333333,64
Canada,Burundi,2001.6666666666667,49
Canada,Burundi,2001.75,44
Canada,Burundi,2001.8333333333333,30
Canada,Burundi,2001.9166666666667,49
Denmark,Burundi,2001.0833333333333,1
Denmark,Burundi,2001.1666666666667,10
Denmark,Burundi,2001.25,5
Denmark,Burundi,2001.3333333333333,6
Denmark,Burundi,2001.4166666666667,5
Denmark,Burundi,2001.5,2
Denmark,Burundi,2001.5833333333333,9
Denmark,Burundi,2001.6666666666667,3
Denmark,Burundi,2001.75,1
Denmark,Burundi,2001.8333333333333,13
Denmark,Burundi,2001.9166666666667,1
Finland,Burundi,2001.75,1
France,Burundi,2001.0,2
France,Burundi,2001.0833333333333,2
France,Burundi,2001.1666666666667,1
France,Burundi,2001.25,8
France,Burundi,2001.3333333333333,6
France,Burundi,2001.4166666666667,3
France,Burundi,2001.5,7
France,Burundi,2001.5833333333333,6
France,Burundi,2001.6666666666667,6
France,Burundi,2001.75,5
France,Burundi,2001.8333333333333,6
France,Burundi,2001.9166666666667,3
Germany,Burundi,2001.0,11
Germany,Burundi,2001.0833333333333,4
Germany,Burundi,2001.1666666666667,5
Germany,Burundi,2001.25,4
Germany,Burundi,2001.3333333333333,7
Germany,Burundi,2001.4166666666667,3
Germany,Burundi,2001.5,6
Germany,Burundi,2001.5833333333333,15
Germany,Burundi,2001.6666666666667,11
Germany,Burundi,2001.75,22
Germany,Burundi,2001.8333333333333,8
Germany,Burundi,2001.9166666666667,6
Greece,Burundi,2001.0,1
Greece,Burundi,2001.0833333333333,1
Greece,Burundi,2001.25,1
Greece,Burundi,2001.3333333333333,1
Greece,Burundi,2001.5833333333333,1
Hungary,Burundi,2001.9166666666667,2
Ireland,Burundi,2001.0,1
Ireland,Burundi,2001.25,2
Ireland,Burundi,2001.5,1
Ireland,Burundi,2001.75,2
Ireland,Burundi,2001.8333333333333,1
Netherlands,Burundi,2001.0,33
Netherlands,Burundi,2001.0833333333333,31
Netherlands,Burundi,2001.1666666666667,33
Netherlands,Burundi,2001.25,29
Netherlands,Burundi,2001.3333333333333,29
Netherlands,Burundi,2001.4166666666667,26
Netherlands,Burundi,2001.5,30
Netherlands,Burundi,2001.5833333333333,56
Netherlands,Burundi,2001.6666666666667,36
Netherlands,Burundi,2001.75,52
Netherlands,Burundi,2001.8333333333333,30
Netherlands,Burundi,2001.9166666666667,42
Norway,Burundi,2001.0,1
Norway,Burundi,2001.0833333333333,1
Norway,Burundi,2001.3333333333333,2
Norway,Burundi,2001.4166666666667,3
Norway,Burundi,2001.5833333333333,5
Norway,Burundi,2001.6666666666667,6
Norway,Burundi,2001.8333333333333,5
Norway,Burundi,2001.9166666666667,7
Romania,Burundi,2001.8333333333333,1
Spain,Burundi,2001.0,3
Spain,Burundi,2001.1666666666667,1
Sweden,Burundi,2001.0,1
Sweden,Burundi,2001.0833333333333,2
Sweden,Burundi,2001.1666666666667,2
Sweden,Burundi,2001.25,1
Sweden,Burundi,2001.3333333333333,4
Sweden,Burundi,2001.4166666666667,1
Sweden,Burundi,2001.5,5
Sweden,Burundi,2001.5833333333333,10
Sweden,Burundi,2001.6666666666667,18
Sweden,Burundi,2001.75,4
Sweden,Burundi,2001.8333333333333,11
Sweden,Burundi,2001.9166666666667,2
Switzerland,Burundi,2001.0,2
Switzerland,Burundi,2001.0833333333333,4
Switzerland,Burundi,2001.1666666666667,3
Switzerland,Burundi,2001.25,1
Switzerland,Burundi,2001.3333333333333,2
Switzerland,Burundi,2001.4166666666667,2
Switzerland,Burundi,2001.5,1
Switzerland,Burundi,2001.5833333333333,8
Switzerland,Burundi,2001.6666666666667,3
Switzerland,Burundi,2001.75,6
Switzerland,Burundi,2001.8333333333333,2
Switzerland,Burundi,2001.9166666666667,2
Turkey,Burundi,2001.6666666666667,1
Turkey,Burundi,2001.75,1
United Kingdom of Great Britain and Northern Ireland,Burundi,2001.0,50
United Kingdom of Great Britain and Northern Ireland,Burundi,2001.0833333333333,60
United Kingdom of Great Britain and Northern Ireland,Burundi,2001.1666666666667,55
United Kingdom of Great Britain and Northern Ireland,Burundi,2001.25,50
United Kingdom of Great Britain and Northern Ireland,Burundi,2001.3333333333333,55
United Kingdom of Great Britain and Northern Ireland,Burundi,2001.4166666666667,40
United Kingdom of Great Britain and Northern Ireland,Burundi,2001.5,60
United Kingdom of Great Britain and Northern Ireland,Burundi,2001.5833333333333,40
United Kingdom of Great Britain and Northern Ireland,Burundi,2001.6666666666667,50
United Kingdom of Great Britain and Northern Ireland,Burundi,2001.75,65
United Kingdom of Great Britain and Northern Ireland,Burundi,2001.8333333333333,50
United Kingdom of Great Britain and Northern Ireland,Burundi,2001.9166666666667,40
USA (EOIR),Burundi,2001.0,2
USA (EOIR),Burundi,2001.1666666666667,1
USA (EOIR),Burundi,2001.25,2
USA (EOIR),Burundi,2001.75,1
USA (INS/DHS),Burundi,2001.0833333333333,7
USA (INS/DHS),Burundi,2001.1666666666667,8
USA (INS/DHS),Burundi,2001.25,6
USA (INS/DHS),Burundi,2001.3333333333333,15
USA (INS/DHS),Burundi,2001.4166666666667,11
USA (INS/DHS),Burundi,2001.5833333333333,10
USA (INS/DHS),Burundi,2001.75,9
USA (INS/DHS),Burundi,2001.8333333333333,12
USA (INS/DHS),Burundi,2001.9166666666667,11
Australia,Burundi,2002.0833333333333,6
Australia,Burundi,2002.3333333333333,2
Austria,Burundi,2002.0833333333333,1
Austria,Burundi,2002.1666666666667,2
Austria,Burundi,2002.75,1
Austria,Burundi,2002.8333333333333,1
Austria,Burundi,2002.9166666666667,1
Belgium,Burundi,2002.0,20
Belgium,Burundi,2002.0833333333333,16
Belgium,Burundi,2002.1666666666667,20
Belgium,Burundi,2002.25,11
Belgium,Burundi,2002.3333333333333,11
Belgium,Burundi,2002.4166666666667,18
Belgium,Burundi,2002.5,20
Belgium,Burundi,2002.5833333333333,21
Belgium,Burundi,2002.6666666666667,31
Belgium,Burundi,2002.75,24
Belgium,Burundi,2002.8333333333333,27
Belgium,Burundi,2002.9166666666667,20
Canada,Burundi,2002.0,44
Canada,Burundi,2002.0833333333333,16
Canada,Burundi,2002.1666666666667,18
Canada,Burundi,2002.25,28
Canada,Burundi,2002.3333333333333,15
Canada,Burundi,2002.4166666666667,8
Canada,Burundi,2002.5,29
Canada,Burundi,2002.5833333333333,13
Canada,Burundi,2002.6666666666667,22
Canada,Burundi,2002.75,17
Canada,Burundi,2002.8333333333333,11
Canada,Burundi,2002.9166666666667,13
Denmark,Burundi,2002.0,2
Denmark,Burundi,2002.0833333333333,2
Denmark,Burundi,2002.1666666666667,6
Denmark,Burundi,2002.25,1
Denmark,Burundi,2002.3333333333333,3
Denmark,Burundi,2002.4166666666667,3
Denmark,Burundi,2002.5,2
Denmark,Burundi,2002.5833333333333,3
Denmark,Burundi,2002.6666666666667,3
Denmark,Burundi,2002.75,3
Denmark,Burundi,2002.8333333333333,6
Denmark,Burundi,2002.9166666666667,5
Finland,Burundi,2002.75,1
Finland,Burundi,2002.9166666666667,1
France,Burundi,2002.0,3
France,Burundi,2002.0833333333333,2
France,Burundi,2002.1666666666667,5
France,Burundi,2002.25,1
France,Burundi,2002.3333333333333,7
France,Burundi,2002.4166666666667,3
France,Burundi,2002.5,7
France,Burundi,2002.5833333333333,2
France,Burundi,2002.6666666666667,7
France,Burundi,2002.75,11
France,Burundi,2002.8333333333333,5
France,Burundi,2002.9166666666667,7
Germany,Burundi,2002.0,12
Germany,Burundi,2002.0833333333333,6
Germany,Burundi,2002.1666666666667,7
Germany,Burundi,2002.25,11
Germany,Burundi,2002.3333333333333,4
Germany,Burundi,2002.4166666666667,12
Germany,Burundi,2002.5,7
Germany,Burundi,2002.5833333333333,8
Germany,Burundi,2002.6666666666667,8
Germany,Burundi,2002.75,18
Germany,Burundi,2002.8333333333333,12
Germany,Burundi,2002.9166666666667,3
Greece,Burundi,2002.5,5
Greece,Burundi,2002.5833333333333,2
Greece,Burundi,2002.9166666666667,1
Ireland,Burundi,2002.0,1
Ireland,Burundi,2002.0833333333333,3
Ireland,Burundi,2002.1666666666667,1
Ireland,Burundi,2002.25,2
Ireland,Burundi,2002.3333333333333,1
Ireland,Burundi,2002.4166666666667,1
Ireland,Burundi,2002.5833333333333,1
Ireland,Burundi,2002.75,1
Luxembourg,Burundi,2002.6666666666667,1
Netherlands,Burundi,2002.0,36
Netherlands,Burundi,2002.0833333333333,29
Netherlands,Burundi,2002.1666666666667,37
Netherlands,Burundi,2002.25,33
Netherlands,Burundi,2002.3333333333333,26
Netherlands,Burundi,2002.4166666666667,33
Netherlands,Burundi,2002.5,37
Netherlands,Burundi,2002.5833333333333,49
Netherlands,Burundi,2002.6666666666667,61
Netherlands,Burundi,2002.75,47
Netherlands,Burundi,2002.8333333333333,41
Netherlands,Burundi,2002.9166666666667,23
Norway,Burundi,2002.0,3
Norway,Burundi,2002.0833333333333,3
Norway,Burundi,2002.1666666666667,6
Norway,Burundi,2002.25,2
Norway,Burundi,2002.3333333333333,8
Norway,Burundi,2002.4166666666667,2
Norway,Burundi,2002.5,11
Norway,Burundi,2002.5833333333333,2
