Country of residence,Origin,YearMonth,Values
Netherlands,Afghanistan,1999.25,249
Netherlands,Afghanistan,1999.3333333333333,262
Netherlands,Afghanistan,1999.4166666666667,258
Netherlands,Afghanistan,1999.5,320
Netherlands,Afghanistan,1999.5833333333333,377
Netherlands,Afghanistan,1999.6666666666667,390
Netherlands,Afghanistan,1999.75,505
Netherlands,Afghanistan,1999.8333333333333,609
Netherlands,Afghanistan,1999.9166666666667,594
Norway,Afghanistan,1999.0,5
Norway,Afghanistan,1999.0833333333333,4
Norway,Afghanistan,1999.1666666666667,2
Norway,Afghanistan,1999.25,18
Norway,Afghanistan,1999.3333333333333,15
Norway,Afghanistan,1999.4166666666667,12
Norway,Afghanistan,1999.5,15
Norway,Afghanistan,1999.5833333333333,13
Norway,Afghanistan,1999.6666666666667,12
Norway,Afghanistan,1999.75,23
Norway,Afghanistan,1999.8333333333333,27
Norway,Afghanistan,1999.9166666666667,26
Poland,Afghanistan,1999.0,32
Poland,Afghanistan,1999.0833333333333,38
Poland,Afghanistan,1999.1666666666667,23
Poland,Afghanistan,1999.25,33
Poland,Afghanistan,1999.3333333333333,14
Poland,Afghanistan,1999.4166666666667,32
Poland,Afghanistan,1999.5,30
Poland,Afghanistan,1999.5833333333333,70
Poland,Afghanistan,1999.6666666666667,81
Poland,Afghanistan,1999.75,87
Poland,Afghanistan,1999.8333333333333,54
Poland,Afghanistan,1999.9166666666667,57
Romania,Afghanistan,1999.0,1
Romania,Afghanistan,1999.0833333333333,11
Romania,Afghanistan,1999.1666666666667,12
Romania,Afghanistan,1999.25,10
Romania,Afghanistan,1999.3333333333333,19
Romania,Afghanistan,1999.4166666666667,11
Romania,Afghanistan,1999.5,2
Romania,Afghanistan,1999.5833333333333,33
Romania,Afghanistan,1999.6666666666667,52
Romania,Afghanistan,1999.75,63
Romania,Afghanistan,1999.8333333333333,38
Romania,Afghanistan,1999.9166666666667,40
Slovakia,Afghanistan,1999.0,13
Slovakia,Afghanistan,1999.0833333333333,3
Slovakia,Afghanistan,1999.1666666666667,45
Slovakia,Afghanistan,1999.25,10
Slovakia,Afghanistan,1999.3333333333333,36
Slovakia,Afghanistan,1999.4166666666667,74
Slovakia,Afghanistan,1999.5,29
Slovakia,Afghanistan,1999.5833333333333,36
Slovakia,Afghanistan,1999.6666666666667,160
Slovakia,Afghanistan,1999.75,133
Slovakia,Afghanistan,1999.8333333333333,63
Slovakia,Afghanistan,1999.9166666666667,41
Slovenia,Afghanistan,1999.8333333333333,3
Slovenia,Afghanistan,1999.9166666666667,1
Spain,Afghanistan,1999.0,3
Spain,Afghanistan,1999.0833333333333,1
Spain,Afghanistan,1999.1666666666667,1
Spain,Afghanistan,1999.25,5
Spain,Afghanistan,1999.3333333333333,2
Spain,Afghanistan,1999.5,1
Spain,Afghanistan,1999.5833333333333,1
Spain,Afghanistan,1999.6666666666667,5
Spain,Afghanistan,1999.75,3
Spain,Afghanistan,1999.8333333333333,6
Sweden,Afghanistan,1999.0,25
Sweden,Afghanistan,1999.0833333333333,28
Sweden,Afghanistan,1999.1666666666667,30
Sweden,Afghanistan,1999.25,21
Sweden,Afghanistan,1999.3333333333333,33
Sweden,Afghanistan,1999.4166666666667,26
Sweden,Afghanistan,1999.5,17
Sweden,Afghanistan,1999.5833333333333,27
Sweden,Afghanistan,1999.6666666666667,30
Sweden,Afghanistan,1999.75,26
Sweden,Afghanistan,1999.8333333333333,48
Sweden,Afghanistan,1999.9166666666667,40
Switzerland,Afghanistan,1999.0,15
Switzerland,Afghanistan,1999.0833333333333,29
Switzerland,Afghanistan,1999.1666666666667,20
Switzerland,Afghanistan,1999.25,44
Switzerland,Afghanistan,1999.3333333333333,8
Switzerland,Afghanistan,1999.4166666666667,26
Switzerland,Afghanistan,1999.5,46
Switzerland,Afghanistan,1999.5833333333333,22
Switzerland,Afghanistan,1999.6666666666667,36
Switzerland,Afghanistan,1999.75,34
Switzerland,Afghanistan,1999.8333333333333,38
Switzerland,Afghanistan,1999.9166666666667,41
Turkey,Afghanistan,1999.0,1
Turkey,Afghanistan,1999.0833333333333,21
Turkey,Afghanistan,1999.1666666666667,30
Turkey,Afghanistan,1999.3333333333333,6
Turkey,Afghanistan,1999.4166666666667,16
Turkey,Afghanistan,1999.5,12
Turkey,Afghanistan,1999.5833333333333,20
Turkey,Afghanistan,1999.6666666666667,7
Turkey,Afghanistan,1999.75,32
Turkey,Afghanistan,1999.8333333333333,19
Turkey,Afghanistan,1999.9166666666667,7
United Kingdom of Great Britain and Northern Ireland,Afghanistan,1999.0,275
United Kingdom of Great Britain and Northern Ireland,Afghanistan,1999.0833333333333,255
United Kingdom of Great Britain and Northern Ireland,Afghanistan,1999.1666666666667,285
United Kingdom of Great Britain and Northern Ireland,Afghanistan,1999.25,295
United Kingdom of Great Britain and Northern Ireland,Afghanistan,1999.3333333333333,295
United Kingdom of Great Britain and Northern Ireland,Afghanistan,1999.4166666666667,370
United Kingdom of Great Britain and Northern Ireland,Afghanistan,1999.5,330
United Kingdom of Great Britain and Northern Ireland,Afghanistan,1999.5833333333333,415
United Kingdom of Great Britain and Northern Ireland,Afghanistan,1999.6666666666667,355
United Kingdom of Great Britain and Northern Ireland,Afghanistan,1999.75,355
United Kingdom of Great Britain and Northern Ireland,Afghanistan,1999.8333333333333,375
United Kingdom of Great Britain and Northern Ireland,Afghanistan,1999.9166666666667,380
USA (EOIR),Afghanistan,1999.0,10
USA (EOIR),Afghanistan,1999.0833333333333,7
USA (EOIR),Afghanistan,1999.1666666666667,18
USA (EOIR),Afghanistan,1999.25,21
USA (EOIR),Afghanistan,1999.3333333333333,14
USA (EOIR),Afghanistan,1999.4166666666667,4
USA (EOIR),Afghanistan,1999.5,16
USA (EOIR),Afghanistan,1999.5833333333333,12
USA (EOIR),Afghanistan,1999.6666666666667,24
USA (EOIR),Afghanistan,1999.75,4
USA (EOIR),Afghanistan,1999.8333333333333,17
USA (EOIR),Afghanistan,1999.9166666666667,10
Australia,Afghanistan,2000.0,182
Australia,Afghanistan,2000.0833333333333,258
Australia,Afghanistan,2000.1666666666667,23
Australia,Afghanistan,2000.25,75
Australia,Afghanistan,2000.3333333333333,243
Australia,Afghanistan,2000.4166666666667,46
Australia,Afghanistan,2000.5,37
Australia,Afghanistan,2000.5833333333333,24
Australia,Afghanistan,2000.6666666666667,108
Australia,Afghanistan,2000.75,29
Australia,Afghanistan,2000.8333333333333,95
Australia,Afghanistan,2000.9166666666667,192
Austria,Afghanistan,2000.0,294
Austria,Afghanistan,2000.0833333333333,385
Austria,Afghanistan,2000.1666666666667,146
Austria,Afghanistan,2000.25,232
Austria,Afghanistan,2000.3333333333333,365
Austria,Afghanistan,2000.4166666666667,479
Austria,Afghanistan,2000.5,379
Austria,Afghanistan,2000.5833333333333,297
Austria,Afghanistan,2000.6666666666667,427
Austria,Afghanistan,2000.75,381
Austria,Afghanistan,2000.8333333333333,433
Austria,Afghanistan,2000.9166666666667,387
Belgium,Afghanistan,2000.0,31
Belgium,Afghanistan,2000.0833333333333,36
Belgium,Afghanistan,2000.1666666666667,47
Belgium,Afghanistan,2000.25,62
Belgium,Afghanistan,2000.3333333333333,84
Belgium,Afghanistan,2000.4166666666667,86
Belgium,Afghanistan,2000.5,101
Belgium,Afghanistan,2000.5833333333333,103
Belgium,Afghanistan,2000.6666666666667,67
Belgium,Afghanistan,2000.75,69
Belgium,Afghanistan,2000.8333333333333,93
Belgium,Afghanistan,2000.9166666666667,82
Bulgaria,Afghanistan,2000.0,54
Bulgaria,Afghanistan,2000.0833333333333,50
Bulgaria,Afghanistan,2000.1666666666667,37
Bulgaria,Afghanistan,2000.25,5
Bulgaria,Afghanistan,2000.3333333333333,18
Bulgaria,Afghanistan,2000.4166666666667,14
Bulgaria,Afghanistan,2000.5,27
Bulgaria,Afghanistan,2000.5833333333333,34
Bulgaria,Afghanistan,2000.6666666666667,95
Bulgaria,Afghanistan,2000.75,138
Bulgaria,Afghanistan,2000.8333333333333,137
Bulgaria,Afghanistan,2000.9166666666667,66
Canada,Afghanistan,2000.0,24
Canada,Afghanistan,2000.0833333333333,29
Canada,Afghanistan,2000.1666666666667,55
Canada,Afghanistan,2000.25,18
Canada,Afghanistan,2000.3333333333333,28
Canada,Afghanistan,2000.4166666666667,35
Canada,Afghanistan,2000.5,61
Canada,Afghanistan,2000.5833333333333,47
Canada,Afghanistan,2000.6666666666667,63
Canada,Afghanistan,2000.75,36
Canada,Afghanistan,2000.8333333333333,47
Canada,Afghanistan,2000.9166666666667,28
Czech Rep.,Afghanistan,2000.0,172
Czech Rep.,Afghanistan,2000.0833333333333,101
Czech Rep.,Afghanistan,2000.1666666666667,73
Czech Rep.,Afghanistan,2000.25,91
Czech Rep.,Afghanistan,2000.3333333333333,131
Czech Rep.,Afghanistan,2000.4166666666667,159
Czech Rep.,Afghanistan,2000.5,67
Czech Rep.,Afghanistan,2000.5833333333333,32
Czech Rep.,Afghanistan,2000.6666666666667,30
Czech Rep.,Afghanistan,2000.75,84
Czech Rep.,Afghanistan,2000.8333333333333,127
Czech Rep.,Afghanistan,2000.9166666666667,50
Denmark,Afghanistan,2000.0,82
Denmark,Afghanistan,2000.0833333333333,52
Denmark,Afghanistan,2000.1666666666667,277
Denmark,Afghanistan,2000.25,56
Denmark,Afghanistan,2000.3333333333333,91
Denmark,Afghanistan,2000.4166666666667,99
Denmark,Afghanistan,2000.5,128
Denmark,Afghanistan,2000.5833333333333,133
Denmark,Afghanistan,2000.6666666666667,67
Denmark,Afghanistan,2000.75,93
Denmark,Afghanistan,2000.8333333333333,186
Denmark,Afghanistan,2000.9166666666667,64
Finland,Afghanistan,2000.1666666666667,1
Finland,Afghanistan,2000.25,1
Finland,Afghanistan,2000.3333333333333,2
Finland,Afghanistan,2000.4166666666667,2
Finland,Afghanistan,2000.5,5
Finland,Afghanistan,2000.5833333333333,3
Finland,Afghanistan,2000.6666666666667,13
Finland,Afghanistan,2000.75,3
Finland,Afghanistan,2000.8333333333333,1
France,Afghanistan,2000.0,15
France,Afghanistan,2000.0833333333333,22
France,Afghanistan,2000.1666666666667,22
France,Afghanistan,2000.25,11
France,Afghanistan,2000.3333333333333,27
France,Afghanistan,2000.4166666666667,21
France,Afghanistan,2000.5,26
France,Afghanistan,2000.5833333333333,23
France,Afghanistan,2000.6666666666667,16
France,Afghanistan,2000.75,27
France,Afghanistan,2000.8333333333333,10
France,Afghanistan,2000.9166666666667,20
Germany,Afghanistan,2000.0,365
Germany,Afghanistan,2000.0833333333333,332
Germany,Afghanistan,2000.1666666666667,426
Germany,Afghanistan,2000.25,253
Germany,Afghanistan,2000.3333333333333,406
Germany,Afghanistan,2000.4166666666667,373
Germany,Afghanistan,2000.5,350
Germany,Afghanistan,2000.5833333333333,461
Germany,Afghanistan,2000.6666666666667,513
Germany,Afghanistan,2000.75,645
Germany,Afghanistan,2000.8333333333333,763
Germany,Afghanistan,2000.9166666666667,512
Hungary,Afghanistan,2000.0,159
Hungary,Afghanistan,2000.0833333333333,109
Hungary,Afghanistan,2000.1666666666667,190
Hungary,Afghanistan,2000.25,273
Hungary,Afghanistan,2000.3333333333333,213
Hungary,Afghanistan,2000.4166666666667,167
Hungary,Afghanistan,2000.5,164
Hungary,Afghanistan,2000.5833333333333,134
Hungary,Afghanistan,2000.6666666666667,208
Hungary,Afghanistan,2000.75,172
Hungary,Afghanistan,2000.8333333333333,225
Hungary,Afghanistan,2000.9166666666667,171
Ireland,Afghanistan,2000.0,2
Ireland,Afghanistan,2000.1666666666667,1
Ireland,Afghanistan,2000.25,1
Ireland,Afghanistan,2000.5833333333333,1
Ireland,Afghanistan,2000.6666666666667,1
Luxembourg,Afghanistan,2000.5,7
Luxembourg,Afghanistan,2000.6666666666667,7
Netherlands,Afghanistan,2000.0,391
Netherlands,Afghanistan,2000.0833333333333,352
Netherlands,Afghanistan,2000.1666666666667,334
Netherlands,Afghanistan,2000.25,348
Netherlands,Afghanistan,2000.3333333333333,390
Netherlands,Afghanistan,2000.4166666666667,404
Netherlands,Afghanistan,2000.5,440
Netherlands,Afghanistan,2000.5833333333333,561
Netherlands,Afghanistan,2000.6666666666667,412
Netherlands,Afghanistan,2000.75,417
Netherlands,Afghanistan,2000.8333333333333,526
Netherlands,Afghanistan,2000.9166666666667,480
New Zealand,Afghanistan,2000.5,4
New Zealand,Afghanistan,2000.5833333333333,5
New Zealand,Afghanistan,2000.6666666666667,2
New Zealand,Afghanistan,2000.75,4
New Zealand,Afghanistan,2000.8333333333333,4
New Zealand,Afghanistan,2000.9166666666667,5
Norway,Afghanistan,2000.0,9
Norway,Afghanistan,2000.0833333333333,6
Norway,Afghanistan,2000.1666666666667,9
Norway,Afghanistan,2000.25,6
Norway,Afghanistan,2000.3333333333333,19
Norway,Afghanistan,2000.4166666666667,44
Norway,Afghanistan,2000.5,43
Norway,Afghanistan,2000.5833333333333,47
Norway,Afghanistan,2000.6666666666667,30
Norway,Afghanistan,2000.75,38
Norway,Afghanistan,2000.8333333333333,40
Norway,Afghanistan,2000.9166666666667,35
Poland,Afghanistan,2000.0,7
Poland,Afghanistan,2000.0833333333333,20
Poland,Afghanistan,2000.25,6
Poland,Afghanistan,2000.3333333333333,32
Poland,Afghanistan,2000.4166666666667,27
Poland,Afghanistan,2000.5,15
Poland,Afghanistan,2000.5833333333333,9
Poland,Afghanistan,2000.6666666666667,21
Poland,Afghanistan,2000.75,38
Poland,Afghanistan,2000.8333333333333,72
Poland,Afghanistan,2000.9166666666667,41
Portugal,Afghanistan,2000.3333333333333,1
Portugal,Afghanistan,2000.8333333333333,3
Romania,Afghanistan,2000.0,34
Romania,Afghanistan,2000.0833333333333,58
Romania,Afghanistan,2000.1666666666667,26
Romania,Afghanistan,2000.25,1
Romania,Afghanistan,2000.3333333333333,11
Romania,Afghanistan,2000.4166666666667,8
Romania,Afghanistan,2000.5,22
Romania,Afghanistan,2000.5833333333333,3
Romania,Afghanistan,2000.6666666666667,7
Romania,Afghanistan,2000.75,15
Romania,Afghanistan,2000.8333333333333,57
Romania,Afghanistan,2000.9166666666667,40
Slovakia,Afghanistan,2000.0,79
Slovakia,Afghanistan,2000.0833333333333,23
Slovakia,Afghanistan,2000.1666666666667,46
Slovakia,Afghanistan,2000.25,111
Slovakia,Afghanistan,2000.3333333333333,49
Slovakia,Afghanistan,2000.4166666666667,36
Slovakia,Afghanistan,2000.5,33
Slovakia,Afghanistan,2000.5833333333333,11
Slovakia,Afghanistan,2000.6666666666667,37
Slovakia,Afghanistan,2000.75,55
Slovakia,Afghanistan,2000.8333333333333,111
Slovakia,Afghanistan,2000.9166666666667,33
Slovenia,Afghanistan,2000.0,5
Slovenia,Afghanistan,2000.0833333333333,6
Slovenia,Afghanistan,2000.25,1
Slovenia,Afghanistan,2000.3333333333333,6
Slovenia,Afghanistan,2000.4166666666667,12
Slovenia,Afghanistan,2000.5,3
Slovenia,Afghanistan,2000.5833333333333,10
Slovenia,Afghanistan,2000.6666666666667,26
Slovenia,Afghanistan,2000.75,34
Slovenia,Afghanistan,2000.8333333333333,63
Slovenia,Afghanistan,2000.9166666666667,81
Spain,Afghanistan,2000.0,17
Spain,Afghanistan,2000.25,4
Spain,Afghanistan,2000.5,1
Spain,Afghanistan,2000.5833333333333,1
Spain,Afghanistan,2000.6666666666667,5
Spain,Afghanistan,2000.75,6
Spain,Afghanistan,2000.8333333333333,1
Spain,Afghanistan,2000.9166666666667,2
Sweden,Afghanistan,2000.0,25
Sweden,Afghanistan,2000.0833333333333,20
Sweden,Afghanistan,2000.1666666666667,21
Sweden,Afghanistan,2000.25,40
Sweden,Afghanistan,2000.3333333333333,42
Sweden,Afghanistan,2000.4166666666667,12
Sweden,Afghanistan,2000.5,32
Sweden,Afghanistan,2000.5833333333333,40
Sweden,Afghanistan,2000.6666666666667,30
Sweden,Afghanistan,2000.75,28
Sweden,Afghanistan,2000.8333333333333,25
Sweden,Afghanistan,2000.9166666666667,59
Switzerland,Afghanistan,2000.0,40
Switzerland,Afghanistan,2000.0833333333333,18
Switzerland,Afghanistan,2000.1666666666667,29
Switzerland,Afghanistan,2000.25,10
Switzerland,Afghanistan,2000.3333333333333,44
Switzerland,Afghanistan,2000.4166666666667,20
Switzerland,Afghanistan,2000.5,46
Switzerland,Afghanistan,2000.5833333333333,24
Switzerland,Afghanistan,2000.6666666666667,35
Switzerland,Afghanistan,2000.75,16
Switzerland,Afghanistan,2000.8333333333333,61
Switzerland,Afghanistan,2000.9166666666667,53
Turkey,Afghanistan,2000.0,9
Turkey,Afghanistan,2000.0833333333333,8
Turkey,Afghanistan,2000.1666666666667,4
Turkey,Afghanistan,2000.25,9
Turkey,Afghanistan,2000.3333333333333,44
Turkey,Afghanistan,2000.4166666666667,37
Turkey,Afghanistan,2000.5,44
Turkey,Afghanistan,2000.5833333333333,54
Turkey,Afghanistan,2000.6666666666667,175
Turkey,Afghanistan,2000.75,114
Turkey,Afghanistan,2000.8333333333333,52
Turkey,Afghanistan,2000.9166666666667,10
United Kingdom of Great Britain and Northern Ireland,Afghanistan,2000.0,315
United Kingdom of Great Britain and Northern Ireland,Afghanistan,2000.0833333333333,450
United Kingdom of Great Britain and Northern Ireland,Afghanistan,2000.1666666666667,365
United Kingdom of Great Britain and Northern Ireland,Afghanistan,2000.25,425
United Kingdom of Great Britain and Northern Ireland,Afghanistan,2000.3333333333333,405
United Kingdom of Great Britain and Northern Ireland,Afghanistan,2000.4166666666667,365
United Kingdom of Great Britain and Northern Ireland,Afghanistan,2000.5,380
United Kingdom of Great Britain and Northern Ireland,Afghanistan,2000.5833333333333,475
United Kingdom of Great Britain and Northern Ireland,Afghanistan,2000.6666666666667,495
United Kingdom of Great Britain and Northern Ireland,Afghanistan,2000.75,535
United Kingdom of Great Britain and Northern Ireland,Afghanistan,2000.8333333333333,520
United Kingdom of Great Britain and Northern Ireland,Afghanistan,2000.9166666666667,490
USA (EOIR),Afghanistan,2000.0,12
USA (EOIR),Afghanistan,2000.0833333333333,13
USA (EOIR),Afghanistan,2000.1666666666667,12
USA (EOIR),Afghanistan,2000.25,16
USA (EOIR),Afghanistan,2000.3333333333333,10
USA (EOIR),Afghanistan,2000.4166666666667,3
USA (EOIR),Afghanistan,2000.5,6
USA (EOIR),Afghanistan,2000.5833333333333,9
USA (EOIR),Afghanistan,2000.6666666666667,12
USA (EOIR),Afghanistan,2000.75,14
USA (EOIR),Afghanistan,2000.8333333333333,8
USA (EOIR),Afghanistan,2000.9166666666667,10
USA (INS/DHS),Afghanistan,2000.0,23
USA (INS/DHS),Afghanistan,2000.0833333333333,20
USA (INS/DHS),Afghanistan,2000.1666666666667,10
USA (INS/DHS),Afghanistan,2000.25,19
USA (INS/DHS),Afghanistan,2000.3333333333333,20
USA (INS/DHS),Afghanistan,2000.4166666666667,15
USA (INS/DHS),Afghanistan,2000.5,11
USA (INS/DHS),Afghanistan,2000.6666666666667,22
USA (INS/DHS),Afghanistan,2000.75,17
USA (INS/DHS),Afghanistan,2000.8333333333333,29
USA (INS/DHS),Afghanistan,2000.9166666666667,17
Australia,Afghanistan,2001.0,612
Australia,Afghanistan,2001.0833333333333,59
Australia,Afghanistan,2001.1666666666667,169
Australia,Afghanistan,2001.25,214
Australia,Afghanistan,2001.3333333333333,323
Australia,Afghanistan,2001.4166666666667,367
Australia,Afghanistan,2001.5,142
Australia,Afghanistan,2001.5833333333333,101
Australia,Afghanistan,2001.6666666666667,102
Australia,Afghanistan,2001.75,11
Australia,Afghanistan,2001.8333333333333,57
Australia,Afghanistan,2001.9166666666667,4
Austria,Afghanistan,2001.0,727
Austria,Afghanistan,2001.0833333333333,1298
Austria,Afghanistan,2001.1666666666667,1863
Austria,Afghanistan,2001.25,1785
Austria,Afghanistan,2001.3333333333333,1443
Austria,Afghanistan,2001.4166666666667,947
Austria,Afghanistan,2001.5,711
Austria,Afghanistan,2001.5833333333333,890
Austria,Afghanistan,2001.6666666666667,910
Austria,Afghanistan,2001.75,906
Austria,Afghanistan,2001.8333333333333,815
Austria,Afghanistan,2001.9166666666667,662
Belgium,Afghanistan,2001.0,61
Belgium,Afghanistan,2001.0833333333333,32
Belgium,Afghanistan,2001.1666666666667,23
Belgium,Afghanistan,2001.25,34
Belgium,Afghanistan,2001.3333333333333,51
Belgium,Afghanistan,2001.4166666666667,30
Belgium,Afghanistan,2001.5,27
Belgium,Afghanistan,2001.5833333333333,51
Belgium,Afghanistan,2001.6666666666667,50
Belgium,Afghanistan,2001.75,50
Belgium,Afghanistan,2001.8333333333333,56
Belgium,Afghanistan,2001.9166666666667,39
Bulgaria,Afghanistan,2001.0,61
Bulgaria,Afghanistan,2001.0833333333333,36
Bulgaria,Afghanistan,2001.1666666666667,65
Bulgaria,Afghanistan,2001.25,53
Bulgaria,Afghanistan,2001.3333333333333,111
Bulgaria,Afghanistan,2001.4166666666667,86
Bulgaria,Afghanistan,2001.5,90
Bulgaria,Afghanistan,2001.5833333333333,146
Bulgaria,Afghanistan,2001.6666666666667,98
Bulgaria,Afghanistan,2001.75,142
Bulgaria,Afghanistan,2001.8333333333333,132
Bulgaria,Afghanistan,2001.9166666666667,61
Canada,Afghanistan,2001.0,43
Canada,Afghanistan,2001.0833333333333,35
Canada,Afghanistan,2001.1666666666667,34
Canada,Afghanistan,2001.25,29
Canada,Afghanistan,2001.3333333333333,35
Canada,Afghanistan,2001.4166666666667,22
